from,to,quantity,exports,probability,exporter_mismanagement,importer_mismanagement,trade_fraction,old_trade,percent_change
EGY,MAR,52.690417999999994,1071.68121434,0.04916613009070019,0.895,0.56,0.005302226738431228,0.005302226738431228,0
EGY,RUS,30.816178359999995,1071.68121434,0.028754986042167665,0.895,0.975,0.005302226738431228,0.005302226738431228,0
EGY,USA,415.46945747999996,1071.68121434,0.3876800786658081,0.895,0.02,0.005302226738431228,0.005302226738431228,0
ETH,PAK,120.01951279999999,2022.01353002,0.05935643407826893,1,0.72,0.19638486159222376,0.19638486159222376,0
ETH,TUR,545.97304069,2022.01353002,0.27001453382193724,1,0.47,0.19638486159222376,0.19638486159222376,0
ETH,USA,1066.12777656,2022.01353002,0.5272604563380221,1,0.02,0.19638486159222376,0.19638486159222376,0
FJI,AUS,144.31001571625907,926.4474028938697,0.15576708970794176,0.5755,0.02,0.9,1.320576555134618,0.3184794955652873
FJI,IDN,9.86387136690621,926.4474028938697,0.010646984746349576,0.5755,0.605,0.9,1.320576555134618,0.3184794955652873
FJI,KOR,646.7101144196378,926.4474028938697,0.6980537830853226,0.5755,0.02,0.9,1.320576555134618,0.3184794955652873
FJI,MYS,14.033291480107236,926.4474028938697,0.015147423843245246,0.5755,0.19875,0.9,1.320576555134618,0.3184794955652873
FJI,VNM,111.53010991095934,926.4474028938697,0.12038471861714076,0.5755,0.64,0.9,1.320576555134618,0.3184794955652873
GBR,ARE,256.62548417,643671.5740624398,3.9869009990661146e-4,0.04572,0.64,0.31081311374903015,0.31081311374903015,0
GBR,AUS,86.39575087,643671.5740624398,1.3422334362961802e-4,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GBR,AZE,0.0220462,643671.5740624398,3.425069692119321e-8,0.04572,1,0.31081311374903015,0.31081311374903015,0
GBR,BRA,142.27625400999997,643671.5740624398,2.2103858511576645e-4,0.04572,0.2520932,0.31081311374903015,0.31081311374903015,0
GBR,BRN,7.495707999999999,643671.5740624398,1.1645236953205691e-5,0.04572,0.3,0.31081311374903015,0.31081311374903015,0
GBR,CAN,34.45931291,643671.5740624398,5.353555182267106e-5,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GBR,CHE,315.3444355599999,643671.5740624398,4.899151186213634e-4,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GBR,CHL,0.00220462,643671.5740624398,3.4250696921193216e-9,0.04572,0.158,0.31081311374903015,0.31081311374903015,0
GBR,CHN,10376.061666959999,643671.5740624398,0.01612011790651712,0.04572,0.2525,0.31081311374903015,0.31081311374903015,0
GBR,EGY,1165.58810555,643671.5740624398,0.0018108429088977156,0.04572,0.895,0.31081311374903015,0.31081311374903015,0
GBR,GTM,12.4009875,643671.5740624398,1.9266017018171182e-5,0.04572,0.77,0.31081311374903015,0.31081311374903015,0
GBR,HKG,68485.92174566998,643671.5740624398,0.10639886007926529,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GBR,HND,13.778875,643671.5740624398,2.140668557574576e-5,0.04572,0.308,0.31081311374903015,0.31081311374903015,0
GBR,IDN,23455.93764514,643671.5740624398,0.03644084746060984,0.04572,0.605,0.31081311374903015,0.31081311374903015,0
GBR,IND,12365.40934244,643671.5740624398,0.019210743243479763,0.04572,0.79,0.31081311374903015,0.31081311374903015,0
GBR,ISL,0.00992079,643671.5740624398,1.541281361453695e-8,0.04572,0.1114,0.31081311374903015,0.31081311374903015,0
GBR,ISR,909.9304495599999,643671.5740624398,0.0014136564145859445,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GBR,JPN,66.248831,643671.5740624398,1.0292334424818561e-4,0.04572,0.153,0.31081311374903015,0.31081311374903015,0
GBR,KAZ,0.009920789999999999,643671.5740624398,1.5412813614536945e-8,0.04572,0.9908,0.31081311374903015,0.31081311374903015,0
GBR,KEN,0.10141251999999999,643671.5740624398,1.5755320583748878e-7,0.04572,0.94,0.31081311374903015,0.31081311374903015,0
GBR,KOR,4893.60824172,643671.5740624398,0.007602647746015411,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GBR,KWT,24.250819999999997,643671.5740624398,3.767576661331253e-5,0.04572,1,0.31081311374903015,0.31081311374903015,0
GBR,LAO,72.88032795999999,643671.5740624398,1.1322595388208052e-4,0.04572,0.62,0.31081311374903015,0.31081311374903015,0
GBR,LCA,1.5553594099999999,643671.5740624398,2.4163866677901812e-6,0.04572,0.051,0.31081311374903015,0.31081311374903015,0
GBR,MAR,222.71512163999995,643671.5740624398,3.4600739043727806e-4,0.04572,0.56,0.31081311374903015,0.31081311374903015,0
GBR,MKD,0.039683159999999995,643671.5740624398,6.165125445814778e-8,0.04572,0.2693,0.31081311374903015,0.31081311374903015,0
GBR,MMR,0,643671.5740624398,0,0.04572,1,0.31081311374903015,0.31081311374903015,0
GBR,MYS,49018.445918089994,643671.5740624398,0.07615443635131683,0.04572,0.19875,0.31081311374903015,0.31081311374903015,0
GBR,NGA,111.16245194999999,643671.5740624398,1.7270057655088648e-4,0.04572,0.82,0.31081311374903015,0.31081311374903015,0
GBR,NOR,0.3802969499999999,643671.5740624398,5.908245218905829e-7,0.04572,0.0342,0.31081311374903015,0.31081311374903015,0
GBR,NZL,18.94319735,643671.5740624398,2.942991132953527e-5,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GBR,PAK,7859.326999699999,643671.5740624398,0.012210150822875392,0.04572,0.72,0.31081311374903015,0.31081311374903015,0
GBR,PHL,394.87169282,643671.5740624398,6.134676576251838e-4,0.04572,0.74,0.31081311374903015,0.31081311374903015,0
GBR,QAT,0.45966326999999996,643671.5740624398,7.141270308068785e-7,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GBR,RUS,186.180159,643671.5740624398,2.8924713549947673e-4,0.04572,0.975,0.31081311374903015,0.31081311374903015,0
GBR,SAU,7.1220249099999995,643671.5740624398,1.1064687640391467e-5,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GBR,SGP,106.52282915999999,643671.5740624398,1.6549251738382135e-4,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GBR,SRB,236.14125743999998,643671.5740624398,3.6686606486228474e-4,0.04572,0.458075,0.31081311374903015,0.31081311374903015,0
GBR,THA,1402.62554102,643671.5740624398,0.0021791012645898467,0.04572,0.6225,0.31081311374903015,0.31081311374903015,0
GBR,TUN,156.54124771999997,643671.5740624398,2.432004985586245e-4,0.04572,0.58,0.31081311374903015,0.31081311374903015,0
GBR,TUR,167709.74351130996,643671.5740624398,0.26055173207795124,0.04572,0.47,0.31081311374903015,0.31081311374903015,0
GBR,TWN,12854.12950404,643671.5740624398,0.019970012692828776,0.04572,0.03,0.31081311374903015,0.31081311374903015,0
GBR,UKR,3292.8314551,643671.5740624398,0.005115701217497879,0.04572,0.49035,0.31081311374903015,0.31081311374903015,0
GBR,USA,1258.1589970399998,643671.5740624398,0.0019546598727349595,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GBR,VNM,213.25730183999997,643671.5740624398,3.3131384145808617e-4,0.04572,0.64,0.31081311374903015,0.31081311374903015,0
GBR,ZAF,0.23148509999999997,643671.5740624398,3.5963231767252874e-7,0.04572,0.02,0.31081311374903015,0.31081311374903015,0
GRD,ECU,0.16534649999999998,0.16534649999999998,1,0.035,0.3588,4.682628354156142e-4,4.682628354156142e-4,0
GTM,CAN,110.6939702,9069.156317099998,0.01220554220587038,0.77,0.02,0.27908010840216335,0.27908010840216335,0
GTM,CHN,423.16137666,9069.156317099998,0.04665939827965302,0.77,0.2525,0.27908010840216335,0.27908010840216335,0
GTM,CRI,503.48009249999996,9069.156317099998,0.0555156483024427,0.77,0.111,0.27908010840216335,0.27908010840216335,0
GTM,ECU,116.26614724999999,9069.156317099998,0.012819951843897413,0.77,0.3588,0.27908010840216335,0.27908010840216335,0
GTM,HKG,2901.4265272299995,9069.156317099998,0.31992243002354326,0.77,0.02,0.27908010840216335,0.27908010840216335,0
GTM,HND,495.39685327,9069.156317099998,0.05462435930627015,0.77,0.308,0.27908010840216335,0.27908010840216335,0
GTM,IDN,22.362562969999995,9069.156317099998,0.0024657820626418276,0.77,0.605,0.27908010840216335,0.27908010840216335,0
GTM,IND,229.61117299999998,9069.156317099998,0.02531780961444732,0.77,0.79,0.27908010840216335,0.27908010840216335,0
GTM,MEX,90.73664765,9069.156317099998,0.010004971187773553,0.77,0.23,0.27908010840216335,0.27908010840216335,0
GTM,MYS,69.70898208999999,9069.156317099998,0.007686380039404868,0.77,0.19875,0.27908010840216335,0.27908010840216335,0
GTM,NIC,9.6011201,9069.156317099998,0.0010586563693799143,0.77,0.922,0.27908010840216335,0.27908010840216335,0
GTM,PAK,2.7436495899999995,9069.156317099998,3.025253390799778e-4,0.77,0.72,0.27908010840216335,0.27908010840216335,0
GTM,PAN,0.03858085,9069.156317099998,4.254072666853847e-6,0.77,0.443,0.27908010840216335,0.27908010840216335,0
GTM,PER,18.75800927,9069.156317099998,0.00206833013062434,0.77,0.5839,0.27908010840216335,0.27908010840216335,0
GTM,PHL,2.03596657,9069.156317099998,2.244934918765444e-4,0.77,0.74,0.27908010840216335,0.27908010840216335,0
GTM,SLV,423.1569674199999,9069.156317099998,0.04665891209991966,0.77,0.238,0.27908010840216335,0.27908010840216335,0
GTM,THA,711.3559169199999,9069.156317099998,0.0784368349213179,0.77,0.6225,0.27908010840216335,0.27908010840216335,0
GTM,TWN,289.32551032,9069.156317099998,0.031902141743270364,0.77,0.03,0.27908010840216335,0.27908010840216335,0
GTM,USA,1920.3011816999997,9069.156317099998,0.21173978202131657,0.77,0.02,0.27908010840216335,0.27908010840216335,0
GUY,TTO,1.9731348999999998,198.61752273,0.009934344527508144,0.554325,0.892,0.10382870561021333,0.10382870561021333,0
GUY,URY,109.60819484999999,198.61752273,0.5518556134596493,0.554325,0.218,0.10382870561021333,0.10382870561021333,0
GUY,USA,61.2443436,198.61752273,0.30835317427282266,0.554325,0.02,0.10382870561021333,0.10382870561021333,0
HKG,AUS,50.99286059999999,146498.69435277997,3.480772359459076e-4,0.02,0.02,0.4886600728082645,0.4886600728082645,0
HKG,BRA,0.44312862,146498.69435277997,3.0247956949903773e-6,0.02,0.2520932,0.4886600728082645,0.4886600728082645,0
HKG,BRN,1.1133331,146498.69435277997,7.599611074478311e-6,0.02,0.3,0.4886600728082645,0.4886600728082645,0
HKG,CAN,0.220462,146498.69435277997,1.5048734800947151e-6,0.02,0.02,0.4886600728082645,0.4886600728082645,0
HKG,CHE,0.016534649999999998,146498.69435277997,1.1286551100710363e-7,0.02,0.02,0.4886600728082645,0.4886600728082645,0
HKG,CHL,0.03747854,146498.69435277997,2.5582849161610155e-7,0.02,0.158,0.4886600728082645,0.4886600728082645,0
HKG,CHN,299.2198448799999,146498.69435277997,0.002042474482123751,0.02,0.2525,0.4886600728082645,0.4886600728082645,0
HKG,EGY,22.134384799999996,146498.69435277997,1.5108929740150937e-4,0.02,0.895,0.4886600728082645,0.4886600728082645,0
HKG,GBR,2.94978156,146498.69435277997,2.013520716366729e-5,0.02,0.04572,0.4886600728082645,0.4886600728082645,0
HKG,IDN,5072.264032659999,146498.69435277997,0.03462327125213555,0.02,0.605,0.4886600728082645,0.4886600728082645,0
HKG,IND,38.03961579,146498.69435277997,2.596583946229426e-4,0.02,0.79,0.4886600728082645,0.4886600728082645,0
HKG,JPN,79.07861709,146498.69435277997,5.397905929425738e-4,0.02,0.153,0.4886600728082645,0.4886600728082645,0
HKG,KEN,14.3851455,146498.69435277997,9.819299457618017e-5,0.02,0.94,0.4886600728082645,0.4886600728082645,0
HKG,KHM,21.73975782,146498.69435277997,1.4839557387213986e-4,0.02,1,0.4886600728082645,0.4886600728082645,0
HKG,KOR,486.3160234899999,146498.69435277997,0.003319592885373531,0.02,0.02,0.4886600728082645,0.4886600728082645,0
HKG,LAO,11740.216588979998,146498.69435277997,0.08013871141205303,0.02,0.62,0.4886600728082645,0.4886600728082645,0
HKG,MAC,54.906061099999995,146498.69435277997,3.747887402175888e-4,0.02,0.82,0.4886600728082645,0.4886600728082645,0
HKG,MMR,416.65113379999997,146498.69435277997,0.002844060390031002,0.02,1,0.4886600728082645,0.4886600728082645,0
HKG,MYS,29688.084226789997,146498.69435277997,0.2026508451693012,0.02,0.19875,0.4886600728082645,0.4886600728082645,0
HKG,OMN,230.21744349999997,146498.69435277997,0.001571464131588906,0.02,1,0.4886600728082645,0.4886600728082645,0
HKG,PAK,324.2290541599999,146498.69435277997,0.002213187329705695,0.02,0.72,0.4886600728082645,0.4886600728082645,0
HKG,PHL,2851.9780029399994,146498.69435277997,0.019467600141692867,0.02,0.74,0.4886600728082645,0.4886600728082645,0
HKG,RUS,236.335264,146498.69435277997,0.0016132243706615346,0.02,0.975,0.4886600728082645,0.4886600728082645,0
HKG,SGP,132.33672474,146498.69435277997,9.033304038964546e-4,0.02,0.02,0.4886600728082645,0.4886600728082645,0
HKG,SLV,18.148431839999997,146498.69435277997,1.2388118488139692e-4,0.02,0.238,0.4886600728082645,0.4886600728082645,0
HKG,THA,40927.72751474,146498.69435277997,0.27937264352802305,0.02,0.6225,0.4886600728082645,0.4886600728082645,0
HKG,TUN,48.2922011,146498.69435277997,3.296425358147474e-4,0.02,0.58,0.4886600728082645,0.4886600728082645,0
HKG,TWN,1122.29157337,146498.69435277997,0.00766076160834196,0.02,0.03,0.4886600728082645,0.4886600728082645,0
HKG,UKR,46.352135499999996,146498.69435277997,3.163996491899138e-4,0.02,0.49035,0.4886600728082645,0.4886600728082645,0
HKG,USA,48.270154899999994,146498.69435277997,3.2949204846673786e-4,0.02,0.02,0.4886600728082645,0.4886600728082645,0
HKG,VNM,52044.227343349994,146498.69435277997,0.3552538647069683,0.02,0.64,0.4886600728082645,0.4886600728082645,0
HKG,WSM,0.04629702,146498.69435277997,3.160234308198902e-7,0.02,0.35,0.4886600728082645,0.4886600728082645,0
HKG,ZWE,98.2268441,146498.69435277997,6.704963790562003e-4,0.02,0.86,0.4886600728082645,0.4886600728082645,0
HND,CAN,2036.0569594199999,5621.02701996,0.3622215214746448,0.308,0.02,0.2711591952149159,0.2711591952149159,0
HND,CHL,18.331415299999996,5621.02701996,0.003261221701106579,0.308,0.158,0.2711591952149159,0.2711591952149159,0
HND,CHN,52.65845100999999,5621.02701996,0.009368119175199183,0.308,0.2525,0.2711591952149159,0.2711591952149159,0
HND,COL,25.9483774,5621.02701996,0.004616305402528496,0.308,0.06,0.2711591952149159,0.2711591952149159,0
HND,GTM,37.02549059,5621.02701996,0.00658696185919837,0.308,0.77,0.2711591952149159,0.2711591952149159,0
HND,HKG,1411.2456052199998,5621.02701996,0.2510654370115521,0.308,0.02,0.2711591952149159,0.2711591952149159,0
HND,IDN,226.55226274999998,5621.02701996,0.04030442514250931,0.308,0.605,0.2711591952149159,0.2711591952149159,0
HND,KOR,301.46084111,5621.02701996,0.053630918342773816,0.308,0.02,0.2711591952149159,0.2711591952149159,0
HND,NIC,48.78603598,5621.02701996,0.00867920325000451,0.308,0.922,0.2711591952149159,0.2711591952149159,0
HND,PER,411.06021748,5621.02701996,0.07312902357884861,0.308,0.5839,0.2711591952149159,0.2711591952149159,0
HND,SLV,51.50212782,5621.02701996,0.009162405310829923,0.308,0.238,0.2711591952149159,0.2711591952149159,0
HND,TWN,24.598047649999998,5621.02701996,0.0043760771052431344,0.308,0.03,0.2711591952149159,0.2711591952149159,0
HND,USA,912.61567672,5621.02701996,0.16235746127519848,0.308,0.02,0.2711591952149159,0.2711591952149159,0
HTI,CAN,104.66543680999999,788.1229899399999,0.1328034306142601,0.9206,0.02,0.04037756070689035,0.04037756070689035,0
HTI,CHE,10.324235459999999,788.1229899399999,0.013099777054829965,0.9206,0.02,0.04037756070689035,0.04037756070689035,0
HTI,HKG,21.12466884,788.1229899399999,0.026803771885411217,0.9206,0.02,0.04037756070689035,0.04037756070689035,0
HTI,PRY,101.56243415999998,788.1229899399999,0.12886622450606594,0.9206,0.254,0.04037756070689035,0.04037756070689035,0
HTI,TWN,45.966327,788.1229899399999,0.058323799187103315,0.9206,0.03,0.04037756070689035,0.04037756070689035,0
HTI,USA,490.68998956999997,788.1229899399999,0.6226058569961985,0.9206,0.02,0.04037756070689035,0.04037756070689035,0
IDN,ARE,250.04359116,81667.11434288,0.003061741475402083,0.605,0.64,0.08946879310131463,0.08946879310131463,0
IDN,AUS,2742.0236827499994,81667.11434288,0.03357561614382005,0.605,0.02,0.08946879310131463,0.08946879310131463,0
IDN,BGD,158.73263999999998,81667.11434288,0.0019436543249656132,0.605,0.9675,0.08946879310131463,0.08946879310131463,0
IDN,CAN,20.030075009999997,81667.11434288,2.4526488013159833e-4,0.605,0.02,0.08946879310131463,0.08946879310131463,0
IDN,CHE,40.09983318,81667.11434288,4.910156738444381e-4,0.605,0.02,0.08946879310131463,0.08946879310131463,0
IDN,CHN,41251.55422575,81667.11434288,0.505118303220009,0.605,0.2525,0.08946879310131463,0.08946879310131463,0
IDN,GBR,1936.3442014399998,81667.11434288,0.02371020718707219,0.605,0.04572,0.08946879310131463,0.08946879310131463,0
IDN,HKG,1541.67423135,81667.11434288,0.018877540167236338,0.605,0.02,0.08946879310131463,0.08946879310131463,0
IDN,IND,1566.63934823,81667.11434288,0.019183233800235094,0.605,0.79,0.08946879310131463,0.08946879310131463,0
IDN,JPN,1.02294368,81667.11434288,1.2525772316445065e-5,0.605,0.153,0.08946879310131463,0.08946879310131463,0
IDN,KOR,422.06788514,81667.11434288,0.005168149854884609,0.605,0.02,0.08946879310131463,0.08946879310131463,0
IDN,MMR,134.702282,81667.11434288,0.0016494066563249859,0.605,1,0.08946879310131463,0.08946879310131463,0
IDN,MUS,0.016534649999999998,81667.11434288,2.0246399218391804e-7,0.605,0.02,0.08946879310131463,0.08946879310131463,0
IDN,MYS,2002.13006224,81667.11434288,0.024515743923974608,0.605,0.19875,0.08946879310131463,0.08946879310131463,0
IDN,NZL,0.012125409999999998,81667.11434288,1.4847359426820657e-7,0.605,0.02,0.08946879310131463,0.08946879310131463,0
IDN,OMN,145.50492,81667.11434288,0.001781683131218479,0.605,1,0.08946879310131463,0.08946879310131463,0
IDN,PAK,346.52878545999994,81667.11434288,0.004243186357792639,0.605,0.72,0.08946879310131463,0.08946879310131463,0
IDN,PNG,0.00220462,81667.11434288,2.6995198957855745e-8,0.605,0.39,0.08946879310131463,0.08946879310131463,0
IDN,RUS,28.108904999999996,81667.11434288,3.4418878671266067e-4,0.605,0.975,0.08946879310131463,0.08946879310131463,0
IDN,SAU,220.462,81667.11434288,0.0026995198957855742,0.605,0.02,0.08946879310131463,0.08946879310131463,0
IDN,SGP,345.72520146999994,81667.11434288,0.0042333466077725005,0.605,0.02,0.08946879310131463,0.08946879310131463,0
IDN,THA,183.43871403,81667.11434288,0.002246176022086824,0.605,0.6225,0.08946879310131463,0.08946879310131463,0
IDN,TWN,807.7408010099999,81667.11434288,0.009890649467773455,0.605,0.03,0.08946879310131463,0.08946879310131463,0
IDN,UKR,118.167632,81667.11434288,0.0014469426641410678,0.605,0.49035,0.08946879310131463,0.08946879310131463,0
IDN,USA,6092.656967319999,81667.11434288,0.07460355390714471,0.605,0.02,0.08946879310131463,0.08946879310131463,0
IDN,UZB,23.44392908,81667.11434288,2.8706694571783796e-4,0.605,1,0.08946879310131463,0.08946879310131463,0
IDN,VNM,2839.22648086,81667.11434288,0.03476584796347139,0.605,0.64,0.08946879310131463,0.08946879310131463,0
IDN,ZAF,246.11054907999997,81667.11434288,0.003013582040461268,0.605,0.02,0.08946879310131463,0.08946879310131463,0
IND,ARE,57.47223877999999,4779.262318489999,0.012025336746562648,0.79,0.64,0.0018152820367022934,0.0018152820367022934,0
IND,AUS,25.67169759,4779.262318489999,0.005371476993568943,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,BEN,0.551155,4779.262318489999,1.1532219059575213e-4,0.79,0.77,0.0018152820367022934,0.0018152820367022934,0
IND,BGD,1270.0926051,4779.262318489999,0.26575076245266316,0.79,0.9675,0.0018152820367022934,0.0018152820367022934,0
IND,BHR,0.48281177999999997,4779.262318489999,1.0102223896187887e-4,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,BRN,0.26455439999999997,4779.262318489999,5.535465148596102e-5,0.79,0.3,0.0018152820367022934,0.0018152820367022934,0
IND,BTN,184.41205375999996,4779.262318489999,0.03858588239581389,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,CAN,1.2500195399999998,4779.262318489999,2.615507282711658e-4,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,CHL,0.00110231,4779.262318489999,2.306443811915043e-7,0.79,0.158,0.0018152820367022934,0.0018152820367022934,0
IND,CHN,0.16755111999999997,4779.262318489999,3.5057945941108646e-5,0.79,0.2525,0.0018152820367022934,0.0018152820367022934,0
IND,CMR,0.19290424999999997,4779.262318489999,4.0362766708513244e-5,0.79,0.823,0.0018152820367022934,0.0018152820367022934,0
IND,COD,0.44864016999999995,4779.262318489999,9.387226314494224e-5,0.79,0.971,0.0018152820367022934,0.0018152820367022934,0
IND,ECU,24.680720899999997,4779.262318489999,0.0051641276948777804,0.79,0.3588,0.0018152820367022934,0.0018152820367022934,0
IND,EGY,0.0551155,4779.262318489999,1.1532219059575213e-5,0.79,0.895,0.0018152820367022934,0.0018152820367022934,0
IND,ETH,14.25727754,4779.262318489999,0.0029831544263309168,0.79,1,0.0018152820367022934,0.0018152820367022934,0
IND,GBR,0.23699664999999998,4779.262318489999,4.9588541956173414e-5,0.79,0.04572,0.0018152820367022934,0.0018152820367022934,0
IND,HKG,178.0451112,4779.262318489999,0.03725368045005177,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,HND,0.00220462,4779.262318489999,4.612887623830086e-7,0.79,0.308,0.0018152820367022934,0.0018152820367022934,0
IND,HTI,0.0110231,4779.262318489999,2.3064438119150428e-6,0.79,0.9206,0.0018152820367022934,0.0018152820367022934,0
IND,IDN,26.455439999999996,4779.262318489999,0.005535465148596102,0.79,0.605,0.0018152820367022934,0.0018152820367022934,0
IND,IRQ,0.033069299999999996,4779.262318489999,6.919331435745128e-6,0.79,1,0.0018152820367022934,0.0018152820367022934,0
IND,JOR,0.01543234,4779.262318489999,3.22902133668106e-6,0.79,0.59,0.0018152820367022934,0.0018152820367022934,0
IND,JPN,0.0033069299999999996,4779.262318489999,6.919331435745127e-7,0.79,0.153,0.0018152820367022934,0.0018152820367022934,0
IND,KEN,1.01853444,4779.262318489999,2.1311540822094996e-4,0.79,0.94,0.0018152820367022934,0.0018152820367022934,0
IND,KHM,27.57428465,4779.262318489999,0.005769569195505479,0.79,1,0.0018152820367022934,0.0018152820367022934,0
IND,KOR,33.49699628,4779.262318489999,0.007008821455647431,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,LKA,0.33069299999999996,4779.262318489999,6.919331435745128e-5,0.79,0.87,0.0018152820367022934,0.0018152820367022934,0
IND,MAR,1047.79084971,4779.262318489999,0.21923694074215366,0.79,0.56,0.0018152820367022934,0.0018152820367022934,0
IND,MDG,0.09920789999999999,4779.262318489999,2.0757994307235384e-5,0.79,0.987,0.0018152820367022934,0.0018152820367022934,0
IND,MDV,0.21825738,4779.262318489999,4.566758747591785e-5,0.79,0.89,0.0018152820367022934,0.0018152820367022934,0
IND,MEX,0.049603949999999994,4779.262318489999,1.0378997153617692e-5,0.79,0.23,0.0018152820367022934,0.0018152820367022934,0
IND,MUS,0.0881848,4779.262318489999,1.8451550495320342e-5,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,MYS,340.33931481,4779.262318489999,0.07121168333725815,0.79,0.19875,0.0018152820367022934,0.0018152820367022934,0
IND,NGA,220.85993390999997,4779.262318489999,0.04621213885991098,0.79,0.82,0.0018152820367022934,0.0018152820367022934,0
IND,NIC,27.55775,4779.262318489999,0.005766109529787607,0.79,0.922,0.0018152820367022934,0.0018152820367022934,0
IND,NPL,22.07486006,4779.262318489999,0.004618884377741064,0.79,0.8988,0.0018152820367022934,0.0018152820367022934,0
IND,PHL,2.31374869,4779.262318489999,4.8412255612096755e-4,0.79,0.74,0.0018152820367022934,0.0018152820367022934,0
IND,QAT,111.74888086999998,4779.262318489999,0.023382035432051126,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,RUS,48.501639999999995,4779.262318489999,0.010148352772426188,0.79,0.975,0.0018152820367022934,0.0018152820367022934,0
IND,SAU,13.256380059999998,4779.262318489999,0.0027737293282090302,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,SDN,2.20462,4779.262318489999,4.612887623830085e-4,0.79,0.61,0.0018152820367022934,0.0018152820367022934,0
IND,SGP,0.32187451999999994,4779.262318489999,6.734815930791924e-5,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,THA,0.57650813,4779.262318489999,1.2062701136315675e-4,0.79,0.6225,0.0018152820367022934,0.0018152820367022934,0
IND,TWN,27.55775,4779.262318489999,0.005766109529787607,0.79,0.03,0.0018152820367022934,0.0018152820367022934,0
IND,TZA,1.10231,4779.262318489999,2.3064438119150426e-4,0.79,1,0.0018152820367022934,0.0018152820367022934,0
IND,UGA,0.551155,4779.262318489999,1.1532219059575213e-4,0.79,0.89,0.0018152820367022934,0.0018152820367022934,0
IND,USA,384.17046733999996,4779.262318489999,0.08038279586657592,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,VNM,207.42277500999998,4779.262318489999,0.04340058385318655,0.79,0.64,0.0018152820367022934,0.0018152820367022934,0
IND,ZAF,2.7116825999999996,4779.262318489999,5.673851777311005e-4,0.79,0.02,0.0018152820367022934,0.0018152820367022934,0
IND,ZWE,0.07936631999999999,4779.262318489999,1.6606395445788308e-5,0.79,0.86,0.0018152820367022934,0.0018152820367022934,0
IRN,ARM,50.70625999999999,13987.818962809999,0.0036250297587361443,0.743,1,0.140095272680413,0.140095272680413,0
IRN,AZE,2920.5593218999993,13987.818962809999,0.2087930455537788,0.743,1,0.140095272680413,0.140095272680413,0
IRN,HKG,406.2563505,13987.818962809999,0.02904358081700448,0.743,0.02,0.140095272680413,0.140095272680413,0
IRN,KAZ,786.08481875,13987.818962809999,0.05619781188475463,0.743,0.9908,0.140095272680413,0.140095272680413,0
IRN,PAK,5101.060779099999,13987.818962809999,0.36467878177880364,0.743,0.72,0.140095272680413,0.140095272680413,0
IRN,TUR,1548.3663553599997,13987.818962809999,0.1106939087127669,0.743,0.47,0.140095272680413,0.140095272680413,0
IRN,UZB,3100.7098452,13987.818962809999,0.22167214584661035,0.743,1,0.140095272680413,0.140095272680413,0
IRQ,AZE,45.62073801044993,44248.01826501614,0.0010310233045288518,1,1,0.9,1.0807875639518556,0.1672739120820499
IRQ,TUR,44202.393855316506,44248.01826501614,0.9989688937157283,1,0.47,0.9,1.0807875639518556,0.1672739120820499
ISL,CAN,0.49462706850685795,2908.655050167883,1.7005353332575786e-4,0.1114,0.02,0.9,2.5933844479484134,0.6529631382990763
ISL,GBR,95.96912755642107,2908.655050167883,0.032994331022814787,0.1114,0.04572,0.9,2.5933844479484134,0.6529631382990763
ISL,USA,0,2908.655050167883,0,0.1114,0.02,0.9,2.5933844479484134,0.6529631382990763
ISR,BRA,0.04519471,27096.587588399998,1.667911498175061e-6,0.02,0.2520932,0.4250900507844767,0.4250900507844767,0
ISR,CAN,0.20943889999999998,27096.587588399998,7.729345967152721e-6,0.02,0.02,0.4250900507844767,0.4250900507844767,0
ISR,CHN,44.26987191,27096.587588399998,0.0016337803336148443,0.02,0.2525,0.4250900507844767,0.4250900507844767,0
ISR,COL,0.220462,27096.587588399998,8.136153649634443e-6,0.02,0.06,0.4250900507844767,0.4250900507844767,0
ISR,ECU,72.37657229,27096.587588399998,0.0026710585624067397,0.02,0.3588,0.4250900507844767,0.4250900507844767,0
